Time from Pickup to Arrival,Order No
1795,Order_No_11385
3272,Order_No_11815
1506,Order_No_10338
1103,Order_No_9568
1723,Order_No_21753
1685,Order_No_18201
1697,Order_No_11384
2075,Order_No_15832
1223,Order_No_1136
1603,Order_No_21282
2489,Order_No_13379
944,Order_No_12783
639,Order_No_16297
1058,Order_No_8324
2035,Order_No_19775
1674,Order_No_3837
2478,Order_No_5688
1685,Order_No_13967
1458,Order_No_24959
1170,Order_No_12360
2406,Order_No_19760
2239,Order_No_16947
1932,Order_No_25413
1694,Order_No_4363
800,Order_No_18785
2379,Order_No_14316
1358,Order_No_17296
2189,Order_No_3219
845,Order_No_2096
737,Order_No_12246
3272,Order_No_28182
1562,Order_No_19528
1326,Order_No_19909
154,Order_No_20973
463,Order_No_12008
-689,Order_No_17770
2096,Order_No_21323
360,Order_No_3091
1117,Order_No_17938
1899,Order_No_1560
590,Order_No_25826
1209,Order_No_21412
1858,Order_No_22025
1340,Order_No_25870
1923,Order_No_12973
2258,Order_No_24096
1543,Order_No_12104
3228,Order_No_10590
-492,Order_No_7154
570,Order_No_3532
2840,Order_No_16712
3160,Order_No_7008
-40,Order_No_14308
1678,Order_No_4536
1425,Order_No_20413
2085,Order_No_20959
799,Order_No_24494
1671,Order_No_2425
1724,Order_No_23312
1219,Order_No_2170
814,Order_No_25397
2844,Order_No_8283
1762,Order_No_11883
883,Order_No_26493
767,Order_No_8519
1038,Order_No_13553
2370,Order_No_17641
3665,Order_No_23512
2191,Order_No_19729
1310,Order_No_25779
3293,Order_No_20549
382,Order_No_7177
2208,Order_No_2176
1072,Order_No_26543
1810,Order_No_17275
1871,Order_No_8090
2891,Order_No_3055
1735,Order_No_4372
1216,Order_No_27534
1181,Order_No_25791
807,Order_No_25941
1295,Order_No_24079
1058,Order_No_11323
1961,Order_No_8057
1356,Order_No_4136
-52,Order_No_18411
2088,Order_No_2300
1853,Order_No_3915
1205,Order_No_3775
1703,Order_No_10050
1890,Order_No_19129
2552,Order_No_25456
506,Order_No_13259
2017,Order_No_9086
1503,Order_No_27475
2251,Order_No_9491
1071,Order_No_6509
1321,Order_No_24629
282,Order_No_1467
523,Order_No_17860
1074,Order_No_2709
2269,Order_No_571
1939,Order_No_6665
1695,Order_No_8495
1560,Order_No_14486
2325,Order_No_12484
1808,Order_No_10051
3077,Order_No_12487
2941,Order_No_21743
2842,Order_No_9851
755,Order_No_12917
1723,Order_No_2842
1659,Order_No_27776
1507,Order_No_27853
1302,Order_No_2587
540,Order_No_27735
1887,Order_No_4689
912,Order_No_3102
1631,Order_No_24656
1736,Order_No_21446
2375,Order_No_11721
4941,Order_No_24800
2638,Order_No_22601
386,Order_No_7060
2173,Order_No_22701
1727,Order_No_5820
1208,Order_No_15005
2663,Order_No_5535
1368,Order_No_5216
856,Order_No_13760
2483,Order_No_8222
843,Order_No_2961
995,Order_No_8560
1213,Order_No_22081
1698,Order_No_1325
2143,Order_No_8172
1692,Order_No_16061
1510,Order_No_17201
2509,Order_No_5822
2943,Order_No_3389
572,Order_No_16366
2146,Order_No_10717
2745,Order_No_1735
962,Order_No_26433
505,Order_No_21045
1250,Order_No_12836
1058,Order_No_19357
806,Order_No_14830
2431,Order_No_11483
761,Order_No_27797
1322,Order_No_8020
1921,Order_No_22818
1448,Order_No_11590
2082,Order_No_26019
2276,Order_No_27115
1970,Order_No_94
1144,Order_No_6844
1578,Order_No_147
1218,Order_No_1765
1735,Order_No_15502
984,Order_No_21510
2492,Order_No_14803
1413,Order_No_773
1440,Order_No_19141
454,Order_No_26540
1569,Order_No_6817
3702,Order_No_13014
1401,Order_No_25957
1521,Order_No_24376
1130,Order_No_7636
1105,Order_No_12943
1582,Order_No_17976
1132,Order_No_14942
302,Order_No_12432
1655,Order_No_19339
1246,Order_No_8288
819,Order_No_9746
2925,Order_No_128
1584,Order_No_13299
3096,Order_No_8365
2123,Order_No_8004
3345,Order_No_17863
3643,Order_No_21540
695,Order_No_10620
848,Order_No_27993
2216,Order_No_155
1946,Order_No_20678
1711,Order_No_17221
1285,Order_No_23173
909,Order_No_10653
203,Order_No_10040
961,Order_No_3722
1539,Order_No_27264
651,Order_No_10647
1804,Order_No_6757
2192,Order_No_20300
951,Order_No_25311
2502,Order_No_19737
2406,Order_No_10018
2586,Order_No_9716
1599,Order_No_1517
1764,Order_No_8878
2100,Order_No_18290
1890,Order_No_20734
544,Order_No_12964
2350,Order_No_7467
1889,Order_No_5946
2405,Order_No_23678
3880,Order_No_10682
1766,Order_No_9508
1184,Order_No_11985
713,Order_No_8941
534,Order_No_7459
1653,Order_No_28257
1946,Order_No_11680
1844,Order_No_18768
1994,Order_No_116
1228,Order_No_4833
1526,Order_No_5011
1772,Order_No_11447
2173,Order_No_26607
2125,Order_No_8389
700,Order_No_1761
-108,Order_No_13061
747,Order_No_14998
825,Order_No_12617
1330,Order_No_2567
1815,Order_No_26883
1031,Order_No_21336
673,Order_No_19847
1650,Order_No_10818
1019,Order_No_9580
1217,Order_No_9908
1281,Order_No_22816
554,Order_No_1965
1523,Order_No_17461
1818,Order_No_2884
2085,Order_No_14161
1669,Order_No_24813
1698,Order_No_28126
1147,Order_No_12934
2379,Order_No_3398
475,Order_No_24642
1890,Order_No_28255
1461,Order_No_8068
944,Order_No_7293
938,Order_No_20057
378,Order_No_14947
1907,Order_No_22432
1571,Order_No_26537
1446,Order_No_7955
2044,Order_No_25344
1440,Order_No_12168
1234,Order_No_16304
2343,Order_No_14972
2317,Order_No_11376
1773,Order_No_22089
4156,Order_No_6425
2712,Order_No_21874
1745,Order_No_25322
1351,Order_No_7691
-48,Order_No_985
1459,Order_No_10753
1845,Order_No_14429
1092,Order_No_964
1348,Order_No_14102
1,Order_No_14939
885,Order_No_12465
122,Order_No_26012
1551,Order_No_4691
3509,Order_No_5405
1704,Order_No_18073
202,Order_No_15971
1702,Order_No_26220
1346,Order_No_20891
2341,Order_No_20217
1903,Order_No_18180
716,Order_No_14394
2104,Order_No_18459
1989,Order_No_19025
-266,Order_No_9928
815,Order_No_3250
1943,Order_No_5467
1804,Order_No_25946
1042,Order_No_11038
1919,Order_No_24616
2087,Order_No_15685
1380,Order_No_21637
1674,Order_No_13016
1742,Order_No_19405
1466,Order_No_7396
886,Order_No_10522
2131,Order_No_23783
2381,Order_No_14350
883,Order_No_12221
2025,Order_No_13350
1652,Order_No_6184
1303,Order_No_26808
372,Order_No_18679
3015,Order_No_533
227,Order_No_3329
1931,Order_No_13901
819,Order_No_27215
698,Order_No_21157
3188,Order_No_26064
1162,Order_No_8053
3394,Order_No_9684
436,Order_No_15441
2318,Order_No_7596
1408,Order_No_16033
3854,Order_No_22704
1028,Order_No_11082
1524,Order_No_20555
2428,Order_No_4249
1721,Order_No_21398
1941,Order_No_3987
1757,Order_No_16561
2511,Order_No_21784
2675,Order_No_18814
1949,Order_No_1323
2354,Order_No_6216
1128,Order_No_19606
748,Order_No_27011
1124,Order_No_10232
3911,Order_No_13768
116,Order_No_21814
1021,Order_No_9314
1039,Order_No_11885
1000,Order_No_11269
1217,Order_No_21808
269,Order_No_8139
1139,Order_No_14734
161,Order_No_24663
793,Order_No_2771
783,Order_No_19320
2347,Order_No_5742
1714,Order_No_22365
3341,Order_No_20523
630,Order_No_264
1572,Order_No_12085
317,Order_No_18614
1034,Order_No_4137
769,Order_No_26869
987,Order_No_10805
2766,Order_No_13347
862,Order_No_16315
1376,Order_No_27028
1296,Order_No_13961
354,Order_No_18346
2214,Order_No_12219
993,Order_No_8263
1388,Order_No_26400
-133,Order_No_19640
1856,Order_No_7187
4171,Order_No_25867
2905,Order_No_16627
977,Order_No_19347
2323,Order_No_10017
1975,Order_No_22789
1576,Order_No_17842
901,Order_No_25360
3851,Order_No_2698
2240,Order_No_22603
842,Order_No_10375
1606,Order_No_23854
1739,Order_No_25160
1581,Order_No_16136
2545,Order_No_575
594,Order_No_21499
2553,Order_No_4872
803,Order_No_9822
3148,Order_No_13524
5037,Order_No_15986
2671,Order_No_18052
374,Order_No_4093
2287,Order_No_20823
411,Order_No_14666
1795,Order_No_10791
1125,Order_No_333
780,Order_No_9049
2872,Order_No_13816
2187,Order_No_17046
119,Order_No_14667
1971,Order_No_3214
1546,Order_No_20636
1561,Order_No_23568
1332,Order_No_12283
5558,Order_No_11237
1879,Order_No_24427
2981,Order_No_11352
2348,Order_No_1996
978,Order_No_15316
201,Order_No_25770
1652,Order_No_415
2360,Order_No_9991
1579,Order_No_510
1011,Order_No_22463
1694,Order_No_13013
1204,Order_No_11427
2163,Order_No_18421
851,Order_No_24300
649,Order_No_26836
-554,Order_No_11777
1643,Order_No_19358
1140,Order_No_22781
338,Order_No_7000
1532,Order_No_15647
1110,Order_No_1344
2525,Order_No_12965
1277,Order_No_18118
3370,Order_No_5356
1057,Order_No_15254
2637,Order_No_15290
1516,Order_No_20632
1448,Order_No_5166
2628,Order_No_25148
3065,Order_No_9954
3806,Order_No_16796
2187,Order_No_27926
986,Order_No_3580
-1553,Order_No_13606
815,Order_No_23189
602,Order_No_18281
1950,Order_No_1407
1335,Order_No_8600
1914,Order_No_18252
1285,Order_No_16670
831,Order_No_17409
995,Order_No_10679
-604,Order_No_12578
2394,Order_No_2322
4037,Order_No_16546
23,Order_No_24567
1084,Order_No_22014
1500,Order_No_12148
2295,Order_No_17673
1365,Order_No_7544
2135,Order_No_23916
463,Order_No_9900
812,Order_No_2525
549,Order_No_9465
1809,Order_No_10049
1504,Order_No_6725
1051,Order_No_687
1942,Order_No_20719
484,Order_No_26867
741,Order_No_4569
1016,Order_No_22032
620,Order_No_21273
1394,Order_No_10428
822,Order_No_20558
1073,Order_No_12926
2334,Order_No_12296
501,Order_No_971
2681,Order_No_8396
2091,Order_No_26467
2358,Order_No_2129
1299,Order_No_24465
595,Order_No_13527
2185,Order_No_10788
1887,Order_No_743
182,Order_No_1424
622,Order_No_14151
-47,Order_No_2553
1211,Order_No_26532
492,Order_No_7900
828,Order_No_24249
2055,Order_No_27269
4172,Order_No_13310
1614,Order_No_22679
906,Order_No_2074
2059,Order_No_20399
205,Order_No_3652
-101,Order_No_14584
3928,Order_No_24756
887,Order_No_4124
1893,Order_No_1145
609,Order_No_11727
1597,Order_No_21432
1741,Order_No_8151
3055,Order_No_10733
479,Order_No_7430
1474,Order_No_16073
-142,Order_No_3703
1596,Order_No_22730
1171,Order_No_7202
1982,Order_No_12393
1674,Order_No_25829
539,Order_No_24220
2448,Order_No_794
1860,Order_No_4946
606,Order_No_28124
1904,Order_No_202
1265,Order_No_24495
1924,Order_No_14105
1364,Order_No_21854
1125,Order_No_12688
1940,Order_No_22193
1471,Order_No_26132
1351,Order_No_1177
513,Order_No_6127
427,Order_No_21239
2521,Order_No_11821
1190,Order_No_12272
-303,Order_No_27666
315,Order_No_7530
264,Order_No_18886
856,Order_No_28008
443,Order_No_9239
2391,Order_No_21667
431,Order_No_25871
649,Order_No_13998
722,Order_No_1728
1861,Order_No_3749
1842,Order_No_2721
3683,Order_No_6052
1529,Order_No_10973
1151,Order_No_4647
1512,Order_No_19139
3208,Order_No_13292
1341,Order_No_11389
627,Order_No_11606
1484,Order_No_14398
1408,Order_No_21493
2098,Order_No_28070
1347,Order_No_18042
917,Order_No_15640
867,Order_No_652
2144,Order_No_17252
1686,Order_No_2325
2618,Order_No_17714
1167,Order_No_4041
1380,Order_No_7635
4002,Order_No_22804
753,Order_No_22268
1495,Order_No_4189
1398,Order_No_7072
3158,Order_No_28220
420,Order_No_18561
1180,Order_No_10403
1297,Order_No_3950
1742,Order_No_146
482,Order_No_7314
2241,Order_No_6828
768,Order_No_7165
644,Order_No_19095
2723,Order_No_2893
1333,Order_No_21825
1326,Order_No_2529
715,Order_No_20432
2028,Order_No_11906
825,Order_No_22194
442,Order_No_19928
1340,Order_No_13623
1540,Order_No_1274
1441,Order_No_14264
522,Order_No_1299
553,Order_No_6494
1250,Order_No_18826
2501,Order_No_19550
898,Order_No_22294
325,Order_No_2916
1912,Order_No_21434
1171,Order_No_23006
1923,Order_No_1098
1968,Order_No_12447
3469,Order_No_26
1598,Order_No_24377
1863,Order_No_26620
578,Order_No_14804
601,Order_No_1147
413,Order_No_2860
713,Order_No_647
1851,Order_No_13884
659,Order_No_19181
2496,Order_No_8752
3776,Order_No_11114
953,Order_No_391
1681,Order_No_27479
1209,Order_No_9620
896,Order_No_19085
2458,Order_No_17193
1749,Order_No_18002
2008,Order_No_24304
2170,Order_No_28096
217,Order_No_20622
1249,Order_No_16117
1610,Order_No_9134
2266,Order_No_9157
1603,Order_No_15341
1948,Order_No_18602
1793,Order_No_19503
1433,Order_No_20384
724,Order_No_2718
1327,Order_No_18302
1762,Order_No_15119
1481,Order_No_6442
671,Order_No_14489
1157,Order_No_10654
3399,Order_No_2216
968,Order_No_9402
1161,Order_No_27052
2501,Order_No_12274
32,Order_No_17343
318,Order_No_25356
2124,Order_No_27615
1061,Order_No_7734
709,Order_No_22968
4071,Order_No_675
2986,Order_No_16077
4580,Order_No_19888
1589,Order_No_25993
-28,Order_No_12342
1153,Order_No_13741
381,Order_No_1172
-68,Order_No_19269
2732,Order_No_12086
2601,Order_No_17030
1315,Order_No_23381
2482,Order_No_16991
1132,Order_No_22619
2798,Order_No_2431
1327,Order_No_20883
1305,Order_No_5165
-154,Order_No_14695
1465,Order_No_3937
1488,Order_No_24394
772,Order_No_22519
378,Order_No_15570
1242,Order_No_10325
1199,Order_No_1035
1798,Order_No_10746
1272,Order_No_14553
1512,Order_No_2982
2165,Order_No_11762
1652,Order_No_23499
1942,Order_No_17511
991,Order_No_12666
1881,Order_No_24302
1181,Order_No_967
1329,Order_No_20190
1809,Order_No_19144
644,Order_No_20653
1367,Order_No_5388
870,Order_No_15219
1484,Order_No_5393
1807,Order_No_6293
2206,Order_No_18910
3546,Order_No_3425
1716,Order_No_9724
1279,Order_No_22540
2230,Order_No_23814
2541,Order_No_23385
882,Order_No_21778
1441,Order_No_7838
785,Order_No_27870
1787,Order_No_16951
2582,Order_No_27600
1141,Order_No_9038
1182,Order_No_21074
2028,Order_No_8100
2001,Order_No_9804
2840,Order_No_20450
1244,Order_No_3269
1757,Order_No_6267
2287,Order_No_12169
1300,Order_No_1039
194,Order_No_16591
1276,Order_No_2305
2217,Order_No_27019
1733,Order_No_13669
1279,Order_No_12027
-740,Order_No_13790
661,Order_No_336
736,Order_No_1690
3981,Order_No_11400
1213,Order_No_28187
1407,Order_No_22736
859,Order_No_15593
3239,Order_No_8404
1373,Order_No_25640
1351,Order_No_10912
564,Order_No_5513
2494,Order_No_1669
1578,Order_No_8078
283,Order_No_7858
413,Order_No_7226
1579,Order_No_13937
2968,Order_No_5611
1099,Order_No_5686
725,Order_No_6966
1222,Order_No_13009
320,Order_No_770
1628,Order_No_23504
747,Order_No_14301
1408,Order_No_26942
1150,Order_No_22205
918,Order_No_3629
1718,Order_No_23450
1488,Order_No_1268
2002,Order_No_14502
660,Order_No_3136
2594,Order_No_12108
290,Order_No_25796
1386,Order_No_16274
1643,Order_No_27499
2266,Order_No_5432
453,Order_No_2143
1854,Order_No_25873
1522,Order_No_13604
1713,Order_No_21971
1852,Order_No_11206
1538,Order_No_7944
1538,Order_No_14326
1043,Order_No_1100
2195,Order_No_20630
2320,Order_No_3109
1784,Order_No_28199
2248,Order_No_19341
1275,Order_No_13231
3204,Order_No_13341
2474,Order_No_24193
744,Order_No_7284
1675,Order_No_26441
878,Order_No_18058
678,Order_No_1684
645,Order_No_414
120,Order_No_17739
1304,Order_No_11796
2457,Order_No_4240
1893,Order_No_23926
1645,Order_No_4195
3163,Order_No_11988
1250,Order_No_25430
1669,Order_No_3763
2809,Order_No_19577
1018,Order_No_13337
1440,Order_No_1167
1350,Order_No_16676
1799,Order_No_26200
2046,Order_No_1519
1902,Order_No_20221
1664,Order_No_7696
1320,Order_No_24669
987,Order_No_18914
1266,Order_No_11289
878,Order_No_18487
1388,Order_No_17399
1478,Order_No_20515
2501,Order_No_23900
1121,Order_No_17795
2164,Order_No_10149
1392,Order_No_22247
973,Order_No_5061
886,Order_No_6370
2047,Order_No_17796
1615,Order_No_4016
1673,Order_No_27554
1708,Order_No_24468
2413,Order_No_3710
1868,Order_No_11037
961,Order_No_19901
2091,Order_No_22670
2233,Order_No_6360
1561,Order_No_26780
1840,Order_No_11696
570,Order_No_2840
889,Order_No_4235
2649,Order_No_14866
2588,Order_No_15410
945,Order_No_19076
1860,Order_No_22280
1128,Order_No_23510
857,Order_No_26925
1659,Order_No_9973
1642,Order_No_11073
1162,Order_No_26380
473,Order_No_3706
1230,Order_No_14531
1500,Order_No_11103
1478,Order_No_14101
2710,Order_No_7429
544,Order_No_1978
2785,Order_No_21901
326,Order_No_3037
309,Order_No_17794
1433,Order_No_25149
1438,Order_No_20275
1200,Order_No_20142
1627,Order_No_16665
1682,Order_No_22523
2242,Order_No_24986
1055,Order_No_22764
2047,Order_No_5135
1739,Order_No_27585
1000,Order_No_15569
2177,Order_No_14577
438,Order_No_17128
1601,Order_No_7265
1266,Order_No_9119
1608,Order_No_18550
2647,Order_No_28075
784,Order_No_7044
562,Order_No_9788
1570,Order_No_14555
1291,Order_No_1511
1887,Order_No_25115
2251,Order_No_20925
1756,Order_No_13634
597,Order_No_1750
1282,Order_No_15994
3509,Order_No_22501
3195,Order_No_28063
-409,Order_No_14957
2677,Order_No_16696
1844,Order_No_20198
1562,Order_No_25674
1929,Order_No_9030
1519,Order_No_1482
1949,Order_No_22368
965,Order_No_14606
573,Order_No_6673
1421,Order_No_104
1495,Order_No_9611
-122,Order_No_7551
1406,Order_No_454
2954,Order_No_16486
789,Order_No_4788
590,Order_No_24772
405,Order_No_3239
1364,Order_No_20180
1873,Order_No_25233
2606,Order_No_27293
1286,Order_No_9129
1186,Order_No_17101
1432,Order_No_19497
1966,Order_No_8366
1627,Order_No_3724
2067,Order_No_3261
1148,Order_No_15913
1655,Order_No_20938
2499,Order_No_25892
444,Order_No_7267
2317,Order_No_8826
1600,Order_No_12877
-272,Order_No_7757
2461,Order_No_2578
3592,Order_No_8207
1913,Order_No_10871
1576,Order_No_24478
1501,Order_No_10233
1623,Order_No_6474
471,Order_No_24225
1633,Order_No_1123
2071,Order_No_6869
5384,Order_No_15681
1233,Order_No_16384
2684,Order_No_27124
2282,Order_No_1055
864,Order_No_298
1593,Order_No_16584
2206,Order_No_10846
1818,Order_No_21161
558,Order_No_1331
1018,Order_No_18161
-387,Order_No_16912
1357,Order_No_1480
1342,Order_No_15653
143,Order_No_10980
642,Order_No_19486
499,Order_No_4609
2534,Order_No_23595
2178,Order_No_16401
2616,Order_No_1316
1686,Order_No_21758
2390,Order_No_21173
2609,Order_No_2671
1131,Order_No_19265
1436,Order_No_14658
856,Order_No_20229
2272,Order_No_4204
1640,Order_No_14479
3325,Order_No_21767
1704,Order_No_4331
687,Order_No_447
2381,Order_No_11176
3370,Order_No_25432
1142,Order_No_28222
1435,Order_No_24296
2461,Order_No_74
1366,Order_No_19143
1913,Order_No_7787
1152,Order_No_6345
1037,Order_No_4378
-466,Order_No_25738
1655,Order_No_15535
1922,Order_No_9637
905,Order_No_18420
1517,Order_No_8977
-212,Order_No_3979
826,Order_No_20708
1433,Order_No_12461
3063,Order_No_4545
665,Order_No_3249
287,Order_No_1919
917,Order_No_23113
3921,Order_No_19490
1552,Order_No_1823
1950,Order_No_9237
1202,Order_No_12929
2262,Order_No_5415
1378,Order_No_16094
2583,Order_No_18145
1507,Order_No_3002
845,Order_No_7805
2282,Order_No_10297
1761,Order_No_11000
3009,Order_No_4452
1792,Order_No_19283
2431,Order_No_8861
1056,Order_No_27197
1167,Order_No_6309
1651,Order_No_19383
2014,Order_No_24625
1471,Order_No_4712
2022,Order_No_20483
1021,Order_No_24340
1828,Order_No_15218
1192,Order_No_18878
2019,Order_No_13430
412,Order_No_4376
2600,Order_No_3787
1906,Order_No_23240
1627,Order_No_17241
1219,Order_No_2451
257,Order_No_5587
1255,Order_No_7307
1468,Order_No_14206
999,Order_No_22907
2336,Order_No_15744
625,Order_No_15268
3421,Order_No_9544
1222,Order_No_2024
3698,Order_No_2007
1869,Order_No_9855
1888,Order_No_20323
1594,Order_No_11679
1669,Order_No_4881
2110,Order_No_10400
3023,Order_No_19214
1175,Order_No_3087
2780,Order_No_3143
844,Order_No_8726
1726,Order_No_9843
-140,Order_No_3908
1313,Order_No_22652
65,Order_No_27141
773,Order_No_7856
2044,Order_No_22404
955,Order_No_26906
2068,Order_No_21571
888,Order_No_21606
1845,Order_No_6383
973,Order_No_3603
448,Order_No_2081
2627,Order_No_17925
1513,Order_No_8080
1022,Order_No_23431
1500,Order_No_5980
1750,Order_No_21064
1717,Order_No_11565
289,Order_No_8157
234,Order_No_302
2291,Order_No_3819
482,Order_No_26419
2937,Order_No_26048
1606,Order_No_7055
87,Order_No_10077
2748,Order_No_11694
1839,Order_No_21450
2507,Order_No_18197
269,Order_No_19376
2363,Order_No_3842
2216,Order_No_18753
1552,Order_No_14330
1276,Order_No_5088
1209,Order_No_9023
1805,Order_No_12663
825,Order_No_740
811,Order_No_21626
1476,Order_No_20011
647,Order_No_1270
856,Order_No_5015
2082,Order_No_21558
32,Order_No_10053
2041,Order_No_26407
1733,Order_No_3665
2416,Order_No_20909
2586,Order_No_13233
1375,Order_No_7234
3,Order_No_11909
271,Order_No_27488
1723,Order_No_2594
2113,Order_No_13750
1511,Order_No_25948
1412,Order_No_24341
2284,Order_No_14494
1789,Order_No_19201
1589,Order_No_17069
2174,Order_No_6177
944,Order_No_22983
1494,Order_No_26236
1562,Order_No_20534
975,Order_No_10687
3024,Order_No_11395
1002,Order_No_17134
601,Order_No_685
756,Order_No_27898
460,Order_No_12020
1473,Order_No_27466
2092,Order_No_28169
1746,Order_No_18690
652,Order_No_1496
1467,Order_No_21755
275,Order_No_3243
1301,Order_No_25171
1729,Order_No_16543
2074,Order_No_17237
899,Order_No_26134
85,Order_No_23531
3152,Order_No_3114
2854,Order_No_23070
1941,Order_No_11341
1566,Order_No_17070
1437,Order_No_18804
1686,Order_No_28206
723,Order_No_17465
101,Order_No_11869
2293,Order_No_21636
1477,Order_No_20948
620,Order_No_17263
1391,Order_No_13693
414,Order_No_27369
1305,Order_No_14356
231,Order_No_660
1180,Order_No_21020
880,Order_No_25975
3700,Order_No_3682
230,Order_No_25445
973,Order_No_20602
2694,Order_No_28000
1944,Order_No_6527
1106,Order_No_11737
1948,Order_No_3729
1248,Order_No_19748
1578,Order_No_16210
2217,Order_No_27523
955,Order_No_17852
1601,Order_No_28246
1800,Order_No_20240
1885,Order_No_14306
1366,Order_No_20605
1557,Order_No_26798
701,Order_No_1097
1690,Order_No_1935
2412,Order_No_20304
1467,Order_No_4343
682,Order_No_22933
2830,Order_No_13702
1929,Order_No_14717
661,Order_No_2403
864,Order_No_4114
1906,Order_No_12911
1688,Order_No_2367
697,Order_No_21797
2037,Order_No_13905
1071,Order_No_20493
1509,Order_No_13066
1791,Order_No_15929
835,Order_No_3452
2326,Order_No_11436
1049,Order_No_27436
1613,Order_No_3180
1986,Order_No_6518
1673,Order_No_27622
1640,Order_No_10873
2623,Order_No_3592
633,Order_No_12868
1002,Order_No_15027
1447,Order_No_25714
1726,Order_No_18836
2063,Order_No_26333
1574,Order_No_26584
1158,Order_No_7493
2980,Order_No_11492
1447,Order_No_25724
1754,Order_No_20540
1818,Order_No_1492
2646,Order_No_12563
2704,Order_No_18079
726,Order_No_16038
1622,Order_No_25840
2641,Order_No_1060
949,Order_No_4179
179,Order_No_26582
1123,Order_No_382
3032,Order_No_10707
1225,Order_No_23492
203,Order_No_15046
1777,Order_No_22045
2573,Order_No_25000
564,Order_No_26066
1451,Order_No_2853
2040,Order_No_4754
2175,Order_No_21029
3115,Order_No_4007
2631,Order_No_26663
3102,Order_No_3867
1145,Order_No_23010
2144,Order_No_21354
1265,Order_No_10470
3784,Order_No_20317
3335,Order_No_27842
2169,Order_No_5984
1437,Order_No_19247
1596,Order_No_11351
792,Order_No_18097
2224,Order_No_14012
3384,Order_No_27549
1552,Order_No_15530
1605,Order_No_13522
2671,Order_No_6115
829,Order_No_18443
3204,Order_No_12547
304,Order_No_3534
2217,Order_No_17821
1405,Order_No_25744
725,Order_No_16069
1828,Order_No_13443
306,Order_No_2755
973,Order_No_20077
3665,Order_No_1670
682,Order_No_14086
410,Order_No_12347
1506,Order_No_9805
2864,Order_No_24598
2300,Order_No_23283
133,Order_No_3639
10,Order_No_14428
451,Order_No_9680
1087,Order_No_15554
2807,Order_No_21294
1237,Order_No_26464
688,Order_No_24632
626,Order_No_27845
852,Order_No_19309
3072,Order_No_12724
1102,Order_No_8108
2163,Order_No_6598
1923,Order_No_5777
686,Order_No_19229
2615,Order_No_14505
3068,Order_No_23567
2526,Order_No_25219
1756,Order_No_24087
-157,Order_No_26551
1380,Order_No_7232
4496,Order_No_19728
1466,Order_No_10024
862,Order_No_10496
873,Order_No_7302
698,Order_No_19693
1288,Order_No_25414
1143,Order_No_24410
1451,Order_No_16953
4830,Order_No_6837
2656,Order_No_24933
1497,Order_No_26198
1779,Order_No_21628
2695,Order_No_11718
2186,Order_No_18468
2215,Order_No_1872
2029,Order_No_23149
2083,Order_No_19370
2971,Order_No_13807
1134,Order_No_4883
626,Order_No_7867
1897,Order_No_8296
1427,Order_No_6373
570,Order_No_9999
-101,Order_No_13445
2590,Order_No_21546
2236,Order_No_5680
1580,Order_No_11518
663,Order_No_9297
996,Order_No_24696
1485,Order_No_18340
1883,Order_No_5113
1054,Order_No_23256
1718,Order_No_19652
516,Order_No_5498
1492,Order_No_25918
2434,Order_No_2973
2119,Order_No_10515
2067,Order_No_13276
1606,Order_No_16518
983,Order_No_12672
1186,Order_No_8375
888,Order_No_18391
2731,Order_No_15220
808,Order_No_2106
2013,Order_No_15339
2540,Order_No_23752
3333,Order_No_12192
743,Order_No_12262
363,Order_No_16672
401,Order_No_10103
1128,Order_No_4838
1674,Order_No_4273
2441,Order_No_13792
1931,Order_No_7785
1712,Order_No_14374
2130,Order_No_12727
2433,Order_No_27540
1390,Order_No_21070
2279,Order_No_1330
3525,Order_No_21400
2113,Order_No_4640
2019,Order_No_10170
1631,Order_No_12846
1916,Order_No_22718
2312,Order_No_7641
1416,Order_No_21080
2497,Order_No_20873
3029,Order_No_27719
926,Order_No_9292
2020,Order_No_342
2383,Order_No_1200
2111,Order_No_6720
1823,Order_No_5775
1313,Order_No_17364
2416,Order_No_13387
533,Order_No_18982
2688,Order_No_5920
1275,Order_No_18661
1366,Order_No_24129
1529,Order_No_9732
1373,Order_No_26100
2096,Order_No_3675
2096,Order_No_22380
-32,Order_No_21675
2310,Order_No_9287
1752,Order_No_21645
1786,Order_No_8523
1614,Order_No_13879
1524,Order_No_14627
1500,Order_No_719
2044,Order_No_26952
3027,Order_No_2603
998,Order_No_8161
1426,Order_No_20659
3311,Order_No_5052
2372,Order_No_7393
2163,Order_No_28137
941,Order_No_5331
2264,Order_No_10073
917,Order_No_9638
1370,Order_No_24307
3660,Order_No_24147
349,Order_No_22364
29,Order_No_500
603,Order_No_2491
1446,Order_No_18628
1144,Order_No_6408
368,Order_No_17456
1310,Order_No_10448
458,Order_No_25423
2404,Order_No_862
2327,Order_No_17200
997,Order_No_347
669,Order_No_22067
567,Order_No_21865
477,Order_No_1175
695,Order_No_1247
1448,Order_No_8334
569,Order_No_7863
697,Order_No_10133
1997,Order_No_11465
2835,Order_No_2162
703,Order_No_13651
666,Order_No_1585
639,Order_No_401
1539,Order_No_21583
1429,Order_No_4667
-25,Order_No_6100
3495,Order_No_25822
1670,Order_No_8007
687,Order_No_9480
1350,Order_No_1557
2478,Order_No_7335
1214,Order_No_16968
828,Order_No_15371
98,Order_No_12067
2745,Order_No_18608
1222,Order_No_932
